id,soru,sinif,alt_sinif,split,source,original_sinif,karar,gerekce,family_id,recipe_id
telsiz-ve-raporlama-059,İntikal öncesi ikmal talebini telsizden kısa nasıl rapor etmeliyim?,savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:rapor:059,rapor
telsiz-ve-raporlama-060,"Devriyedeyiz, çağrı işaretini verin; kanal net değil, iletişimi düzeltelim mi?",savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,revise,unnatural_language,telsiz ve raporlama:cagri:060,cagri
telsiz-ve-raporlama-069,"Devriye sırasında telsiz kontrolü yapıyorum, kanal net değil, bağlantıyı düzeltebilir misiniz?",savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:cagri:069,cagri
telsiz-ve-raporlama-085,Görev başında telsiz kontrolü için hangi kanalı söylemeliyim?,savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:cagri:085,cagri
telsiz-ve-raporlama-093,"Görev başlangıcında çağrı işaretimi veriyorum, beni duyuyor musunuz?",savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,revise,not_a_question,telsiz ve raporlama:cagri:093,cagri
telsiz-ve-raporlama-099,Görev başında telsiz kontrolü için kanal net mi diye nasıl sorayım?,savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:cagri:099,cagri
telsiz-ve-raporlama-103,Gözetleme noktasındaki gözlem raporunu hangi öncelikle ileteyim?,savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:rapor:103,rapor
telsiz-ve-raporlama-108,Görev başında karşı taraf duymuyorsa telsiz kontrolünü nasıl söylemeliyim?,savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:cagri:108,cagri
telsiz-ve-raporlama-110,Devriyedeyken telsiz kontrolü için doğru ifade ne?,savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:cagri:110,cagri
telsiz-ve-raporlama-111,Gözetleme noktasındaki gözlem raporunu telsizden kısa nasıl ileteyim?,savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:rapor:111,rapor
telsiz-ve-raporlama-112,Gözetleme noktasından gözlem raporunu telsiz disiplinine uygun kısa nasıl ileteyim?,savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:rapor:112,rapor
telsiz-ve-raporlama-114,Görev başında telsiz kontrolü için hangi kanalı kullanayım?,savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:cagri:114,cagri
telsiz-ve-raporlama-116,Görev başında kanal net değilken telsiz kontrolünü nasıl yapayım?,savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:cagri:116,cagri
telsiz-ve-raporlama-124,"Devriyedeyiz, çağrı işaretimi veriyorum ama kanal net değil, bağlantıyı düzeltebilir misiniz?",savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:cagri:124,cagri
telsiz-ve-raporlama-125,"Merkez, intikal öncesi ikmal talebimi öncelikli olarak bildiriyorum, alındı mı?",savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,revise,not_a_question,telsiz ve raporlama:rapor:125,rapor
telsiz-ve-raporlama-157,Görev başında çağrı işaretimi verip telsizden nasıl seslenmeliyim?,savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,keep,good,telsiz ve raporlama:cagri:157,cagri
telsiz-ve-raporlama-161,"Görev başında çağrı işaretimi veriyorum, beni duyuyor musunuz?",savaş yönergeleri,telsiz ve raporlama,train,existing_package,telsiz ve raporlama,revise,not_a_question,telsiz ve raporlama:cagri:161,cagri
fill-matematik-002,Gözetleme noktasındaki 15 kilometrelik hattın 3/5’i tarandıysa kaç kilometresi kaldı?,matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-003,Telsiz bataryalarının 240 dakikalık kullanım süresini 8 devriyeye paylaştırırsak devriye başına kaç dakika düşer?,matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-006,Nöbet çizelgesinde 18 personelden 5’i izinliyse görevdeki personel sayısı kaç olur?,matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-010,"Komutanım, 300 metrelik emniyet şeridinin her 25 metresine bir işaret konursa kaç işaret gerekir?",matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-011,Birliğin 84 personeli 7 manga halinde düzenlenirse her mangada kaç personel bulunur?,matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-012,Saha anteni 12 metre yüksekliğe çıkarılıp 3 metre indirildiyse son yüksekliği kaç metredir?,matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-013,"Komutanım, 160 kilometrelik güzergâhın dörtte biri kapalıysa açık kalan mesafe kaç kilometredir?",matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-016,"Komutanım, 72 fişeğin 1/3’ü eğitim için ayrılırsa görev stoğunda kaç fişek kalır?",matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-017,Saha hastanesinde 14 sedye dolu ve 6 sedye boşsa toplam sedye kapasitesi kaçtır?,matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-018,Konvoydaki 5 aracın her biri 18 kasa taşıyorsa toplam kaç kasa taşınır?,matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-019,"Komutanım, 1000 metrelik pistin 450 metresi temizlendiyse temizlenmesi gereken kaç metre kalmıştır?",matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-020,Telsiz rölesi her 30 dakikada bir kontrol edilecekse 3 saat içinde kaç kontrol yapılır?,matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-022,"Komutanım, 40 litrelik yakıt bidonlarının 7 tanesi toplam kaç litre yakıt taşır?",matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-023,Nöbet değişimi 18.40’ta başlayıp 19.25’te bittiyse kaç dakika sürmüştür?,matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-024,"Haritadaki iki mevzi arasındaki gerçek mesafe 12 kilometre, araç hızı saatte 60 kilometreyse ulaşım kaç dakika sürer?",matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-025,"Komutanım, 27 personelin 9’u sağlık kontrolündeyse göreve hazır personel sayısı kaçtır?",matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-026,Cephanelikteki 500 merminin yüzde 10’u ayrılırsa geriye kaç mermi kalır?,matematik,matematik,train,existing_package,matematik,keep,good,,
fill-matematik-027,Üç günlük görev için günde 14 litre su tüketilecekse toplam su ihtiyacı kaç litredir?,matematik,matematik,train,existing_package,matematik,keep,good,,
matematik-001,"Komutanım, intikal için üç depo yakıtla kaç kilometre gideriz?",matematik,matematik,train,existing_package,matematik,keep,good,matematik:oran:001,oran
matematik-002,Vardiya planı için dört ölçümün ortalaması kaç adet?,matematik,matematik,train,existing_package,matematik,keep,good,matematik:temel-islem:002,temel-islem
matematik-005,İntikal için iki buçuk kilometre kaç metre eder?,matematik,matematik,train,existing_package,matematik,keep,good,matematik:oran:005,oran
matematik-007,Vardiya planında dört ölçümün dakika cinsinden yüzdesini hesaplar mısın?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:007,temel-islem
matematik-009,Vardiya planında dört ölçümün yüzde kaçı tutuyor?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:009,temel-islem
matematik-012,Vardiya planında dört ölçümün yüzde kaçını hesaplamamız gerekiyor?,matematik,matematik,train,existing_package,matematik,revise,unnatural_language,matematik:temel-islem:012,temel-islem
matematik-014,İntikal için yakıt oranını metre ve kilometreye göre iki buçuk kilometrede nasıl hesaplarız?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:oran:014,oran
matematik-015,Malzeme sayımında on iki kişinin yüzde kaçı kaç dakika sürer?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:015,temel-islem
matematik-017,"Komutanım, intikal planında üç deponun mesafesini metre yerine kilometreye nasıl çeviririm?",matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:oran:017,oran
matematik-020,Vardiya planı için dört ölçümün dakika ortalaması kaç?,matematik,matematik,train,existing_package,matematik,keep,good,matematik:temel-islem:020,temel-islem
matematik-023,İkmal hesabında üç deponun yakıt oranını metre ve kilometreye göre nasıl hesaplarız?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:oran:023,oran
matematik-028,Malzeme sayımında on iki kişinin süre ortalaması kaç dakika?,matematik,matematik,train,existing_package,matematik,keep,good,matematik:temel-islem:028,temel-islem
matematik-034,İkmal hesabında iki buçuk kilometre kaç litre ve mililitre eder?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:oran:034,oran
matematik-035,"Malzeme sayımında on iki kişinin yüzde kaçı eksik, kaç dakika sürer?",matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:035,temel-islem
matematik-037,On iki kişinin yüzde kaçı malzeme sayımını bitirdi?,matematik,matematik,train,existing_package,matematik,keep,good,matematik:temel-islem:037,temel-islem
matematik-038,"Malzeme sayımında on iki kişinin yüzde kaçı eksik, söyleyebilir misin?",matematik,matematik,train,existing_package,matematik,keep,good,matematik:temel-islem:038,temel-islem
matematik-046,İkmal hesabında üç deponun yakıt oranını litre ve mililitre olarak nasıl hesaplarız?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:oran:046,oran
matematik-047,Malzeme sayımında on iki kişinin ortalaması kaç adet?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:047,temel-islem
matematik-055,On iki malzemenin yüzde kaçı eksik?,matematik,matematik,train,existing_package,matematik,keep,good,matematik:temel-islem:055,temel-islem
matematik-059,Vardiya planında dört dakika toplamın yüzde kaçı?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:059,temel-islem
matematik-060,İntikal planında üç deponun yakıt oranı kaç litre ve mililitre?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:oran:060,oran
matematik-074,Vardiya planında dört ölçümün yüzde kaçı adet ediyor?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:074,temel-islem
matematik-082,Malzeme sayımındaki dört ölçümün yüzde kaçını hesaplayayım?,matematik,matematik,train,existing_package,matematik,revise,unnatural_language,matematik:temel-islem:082,temel-islem
matematik-083,İntikal planında iki buçuk kilometreyi litre ve mililitreye nasıl çeviririz?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:oran:083,oran
matematik-085,"Komutanım, ikmal hesabında iki buçuk kilometre için kaç litre ve mililitre gerekir?",matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:oran:085,oran
matematik-098,Vardiyada on iki kişinin yüzde kaçı eksik?,matematik,matematik,train,existing_package,matematik,keep,good,matematik:temel-islem:098,temel-islem
matematik-112,Malzeme sayımında dört ölçümün yüzde kaçı dakika ediyor?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:112,temel-islem
matematik-136,Vardiyada on iki kişinin yüzde kaçı kaç dakikaya denk geliyor?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:136,temel-islem
matematik-139,Vardiya planında 12 kişinin yüzde kaçı burada?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:139,temel-islem
matematik-172,On iki kişinin yüzde kaçı malzeme sayımında?,matematik,matematik,train,existing_package,matematik,keep,good,matematik:temel-islem:172,temel-islem
matematik-174,Malzeme sayımındaki dört ölçümün yüzde kaçı dakika fark etti?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:174,temel-islem
matematik-177,Malzeme sayımında on iki kişinin yüzde kaçı kaç dakika sürdü?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:177,temel-islem
matematik-182,İntikal planında üç deponun yakıt oranını metre ve kilometreye göre nasıl hesaplayalım?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:oran:182,oran
matematik-189,Vardiyada on iki kişinin yüzde kaçı kaç dakika görev yapacak?,matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:temel-islem:189,temel-islem
matematik-232,"Komutanım, intikal için üç depoda toplam yakıt oranı kaç litre eder?",matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:oran:232,oran
matematik-235,"Komutanım, ikmal için üç depo yakıt litre ve mililitre olarak ne kadar eder?",matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:oran:235,oran
matematik-245,"Komutanım, üç depo arasındaki mesafeyi ikmal hesabı için metreye mi kilometreye mi çevirelim?",matematik,matematik,train,existing_package,matematik,revise,unclear_meaning,matematik:oran:245,oran
provided-0201,Sekiz kilometreyi saatte dört kilometre hızla kaç saatte yürürüz?,matematik,mesafe-hız-zaman,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0202,Üç kilometrelik rota saatte altı kilometreyle ne kadar sürer?,matematik,mesafe-hız-zaman,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0203,On iki kilometreyi üç saatte geçtiysek ortalama hızımız kaçtır?,matematik,mesafe-hız-zaman,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0205,Altı kilometrelik intikali doksan dakikada tamamlamak için hızımız ne olmalı?,matematik,mesafe-hız-zaman,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0206,İki buçuk saatte on kilometre yürüdüysek ortalama hız kaçtır?,matematik,mesafe-hız-zaman,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0207,Dokuz yüz metreyi dakikada yetmiş beş metreyle kaç dakikada geçeriz?,matematik,mesafe-hız-zaman,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0208,Dört kilometreyi elli dakikada yürürsek saatte kaç kilometre eder?,matematik,mesafe-hız-zaman,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0209,Saatte üç kilometreyle yirmi dakika yürürsek kaç metre gideriz?,matematik,mesafe-hız-zaman,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0211,On beş kilometreyi üç saatte bitirmek için ortalama hız kaç olmalı?,matematik,mesafe-hız-zaman,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0213,"İki kilometre ilerledik, hedef noktaya üç kilometre kaldı; rota toplam kaç kilometre?",matematik,mesafe-hız-zaman,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0214,Altı yüz metreyi on dakikada yürüdüysek dakikadaki hızımız kaç metredir?,matematik,mesafe-hız-zaman,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0216,Haritada bir santimetre beş yüz metre ise dört santimetre kaç kilometredir?,matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0218,Haritada üç santimetre olan rota gerçekte dokuz yüz metreyse ölçek oranı nedir?,matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0219,İki nokta haritada beş santimetre uzaklıktaysa ve ölçek 1:25000 ise mesafe kaç metredir?,matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0220,1:50000 ölçekli haritada iki santimetre gerçekte kaç kilometredir?,matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0221,Gerçekte üç kilometre olan mesafe 1:50000 haritada kaç santimetredir?,matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0222,"Haritada sekiz santimetre ölçtüm, her santimetre dört yüz metre ise toplam mesafe nedir?",matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0223,"Bir rota haritada 7,5 santimetre ve santimetre başına iki yüz metre; gerçek uzunluk kaçtır?",matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0224,1:10000 ölçekli haritada dokuz santimetre gerçekte kaç metredir?,matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0225,"İki kontrol noktası arası 1:25000 haritada 3,2 santimetre; gerçek mesafe nedir?",matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0227,Haritada 12 santimetre olan parkur gerçekte altı kilometreyse santimetre başına kaç metre düşer?,matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0228,"1:50000 haritada 4,5 santimetrelik rota kaç kilometredir?",matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0229,Gerçekte 750 metre olan bölüm 1:25000 haritada kaç santimetre görünür?,matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0230,"Haritada 2,4 santimetre ölçülen mesafe santimetre başına 500 metre ise kaç kilometredir?",matematik,harita ölçeği,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0231,"Bataryanın yüzde 80'i dolu, kapasite 5000 birimse kullanılabilir miktar kaçtır?",matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0232,Bir cihazın şarjı yüzde 60'tan yüzde 35'e düştü; kaç yüzde puan azaldı?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0233,Yüzde 25'i kalan dört saatlik batarya yaklaşık kaç saat daha dayanır?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0234,Yüzde 90 dolu güç ünitesinin yüzde 30'u kullanılırsa yüzde kaç kalır?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0236,Seksen litrelik suyun yüzde 25'i kullanıldıysa kaç litre kalır?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0237,Kırk porsiyonun yüzde 20'si ayrıldıysa kaç porsiyon kalır?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0238,Yüz adet malzemenin yüzde 12'si arızalıysa sağlam kaç tane vardır?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0239,Bir depoda 240 birimin yüzde 30'u kullanıldıysa kaç birim kalır?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0240,Batarya seviyesi yüzde 75'ten yüzde 45'e indi; başlangıcın yüzde kaçı tüketildi?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0241,Altmış litrelik yakıtın yüzde 40'ı kaldıysa kaç litre vardır?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0242,Yüzde 10 yedek payla 200 litre ihtiyaca toplam kaç litre gerekir?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0243,Bir görev süresinin yüzde 60'ı geçtiyse dört saatin kaç dakikası tamamlanmıştır?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0244,Elli cihazın yüzde 8'i çalışmıyorsa kaç cihaz kullanılabilir?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0245,Yüz yirmi litrelik suyun yüzde 15'i yedek tutulursa kullanılabilir miktar kaç litredir?,matematik,yüzde,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0247,On iki kişilik ekipte kişi başı iki paket dağıtırsak kaç paket gerekir?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0248,Otuz kilogram yükü beş kişiye eşit bölersek kişi başı kaç kilogram düşer?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0249,Altı ekip için ikişer batarya gerekiyorsa toplam kaç batarya gerekir?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0250,Üç araçta dörder ilk yardım çantası varsa toplam kaç çanta vardır?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0251,Yirmi dört litre suyu sekiz kişiye eşit dağıtırsak kişi başı kaç litre düşer?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0252,On beş kutuyu üç takıma eşit paylaştırırsak takım başına kaç kutu düşer?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0254,Dört kişiye üç gün boyunca kişi başı iki litre su gerekir; toplam kaç litre?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0256,Beş cihazın her biri iki batarya kullanıyorsa üç yedekle toplam kaç batarya gerekir?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0258,Su ve konsantre oranı 4'e 1 ise 15 litre karışımda kaç litre konsantre vardır?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0259,Üç ekip 2:3:5 oranında 50 paket paylaşırsa en büyük ekip kaç paket alır?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0261,Üç günlük toplam 36 porsiyon dört kişiye eşit dağıtılırsa kişi başı günde kaç porsiyon düşer?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0262,İki araç toplam 70 litre yakıt taşıyor ve oranları 3:4; ikinci araçta kaç litre var?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0264,"Beş kişilik ekipte kişi başı 1,5 kilogram ek yük varsa toplam ek yük kaç kilogramdır?",matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0265,Yirmi bir litre suyu 2:5 oranında iki gruba bölersek küçük grup kaç litre alır?,matematik,oran-orantı ve lojistik,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0266,Bir buçuk kilometre kaç metredir?,matematik,birim dönüşümü,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0267,İki bin beş yüz metre kaç kilometredir?,matematik,birim dönüşümü,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0268,Üç saat kırk beş dakika toplam kaç dakikadır?,matematik,birim dönüşümü,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0270,"4,5 litre kaç mililitredir?",matematik,birim dönüşümü,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0271,On iki bin mililitre kaç litredir?,matematik,birim dönüşümü,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0272,"2,8 kilogram kaç gramdır?",matematik,birim dönüşümü,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0275,"0,85 metre kaç santimetredir?",matematik,birim dönüşümü,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0276,İki gün altı saat toplam kaç saattir?,matematik,birim dönüşümü,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0278,"5,4 kilometre kaç metredir?",matematik,birim dönüşümü,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0279,On beş dakika kaç saniyedir?,matematik,birim dönüşümü,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0281,"Üç rotanın uzunlukları 4, 6 ve 8 kilometre; ortalama uzunluk kaçtır?",matematik,ortalama,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0283,"Üç cihazın şarjları yüzde 60, 75 ve 90; basit ortalama yüzde kaçtır?",matematik,ortalama,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0284,Beş günlük su tüketimi toplam 100 litre ise günlük ortalama kaç litredir?,matematik,ortalama,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0288,"Üç kontrol noktası arası süreler 15, 20 ve 25 dakika; ortalama süre nedir?",matematik,ortalama,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0290,Beş kişinin taşıdığı toplam yük 75 kilogram ise kişi başı ortalama kaç kilogramdır?,matematik,ortalama,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0293,Otuz iki bataryanın yedisi kullanıldıysa kaç tane kalır?,matematik,saha hesabı,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0295,Yüz yirmi litre su üç araca eşit bölünürse araç başına kaç litre düşer?,matematik,saha hesabı,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0297,Altı saatlik görevin iki saati geçtiyse kaç saat kalır?,matematik,saha hesabı,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0298,On sekiz cihazın üçte biri şarjdaysa kullanımda en fazla kaç cihaz olabilir?,matematik,saha hesabı,train,provided_jsonl,matematik,provided,not_reviewed,,
provided-0300,Kırk sekiz paket dört ekibe eşit dağıtılırsa ekip başına kaç paket düşer?,matematik,saha hesabı,train,provided_jsonl,matematik,provided,not_reviewed,,
fill-sohbet-001,Devriye dönüşünde ekibin keyfi yerinde mi?,sohbet,sohbet,train,existing_package,sohbet,keep,good,,
fill-sohbet-006,Nöbet değişimine kadar bana eşlik eder misin?,sohbet,sohbet,train,existing_package,sohbet,keep,good,,
fill-sohbet-007,Kamp alanında akşam için bir sohbet konusu seçer misin?,sohbet,sohbet,train,existing_package,sohbet,keep,good,,
fill-sohbet-008,Operasyon sonrası ekibe söyleyecek kısa ve neşeli bir sözün var mı?,sohbet,sohbet,train,existing_package,sohbet,keep,good,,
fill-sohbet-009,İntikal sırasında can sıkıntısını giderecek bir konu açar mısın?,sohbet,sohbet,train,existing_package,sohbet,keep,good,,
fill-sohbet-013,Saha molasında kafamızı dağıtacak bir şey konuşalım mı?,sohbet,sohbet,train,existing_package,sohbet,keep,good,,
fill-sohbet-014,Devriye aracında yol uzarken bana eşlik eder misin?,sohbet,sohbet,train,existing_package,sohbet,keep,good,,
fill-sohbet-015,Akşam içtiması öncesinde ekibe sıcak bir selam gönderir misin?,sohbet,sohbet,train,existing_package,sohbet,keep,good,,
provided-0301,"Kask, beni duyuyor musun?",sohbet,bağlantı ve ses kontrolü,train,provided_jsonl,sohbet,provided,not_reviewed,,
provided-0303,Bağlantı hâlâ açık mı?,sohbet,bağlantı ve ses kontrolü,train,provided_jsonl,sohbet,provided,not_reviewed,,
provided-0304,Şu an beni algılayabiliyor musun?,sohbet,bağlantı ve ses kontrolü,train,provided_jsonl,sohbet,provided,not_reviewed,,
provided-0305,"Ses seviyen biraz düşük, beni duyuyor musun?",sohbet,bağlantı ve ses kontrolü,train,provided_jsonl,sohbet,provided,not_reviewed,,
provided-0307,Bağlantıda gecikme var mı?,sohbet,bağlantı ve ses kontrolü,train,provided_jsonl,sohbet,provided,not_reviewed,,
provided-0308,Mikrofonum düzgün çalışıyor mu?,sohbet,bağlantı ve ses kontrolü,train,provided_jsonl,sohbet,provided,not_reviewed,,
provided-0309,Kaskın sesli yanıtı açık mı?,sohbet,bağlantı ve ses kontrolü,train,provided_jsonl,sohbet,provided,not_reviewed,,
provided-0310,Ses bağlantısını kontrol eder misin?,sohbet,bağlantı ve ses kontrolü,train,provided_jsonl,sohbet,provided,not_reviewed,,
provided-0311,Komutumu aldın mı?,sohbet,bağlantı ve ses kontrolü,train,provided_jsonl,sohbet,provided,not_reviewed,,
provided-0313,Şu an cevap verebiliyor musun?,sohbet,bağlantı ve ses kontrolü,train,provided_jsonl,sohbet,provided,not_reviewed,,
provided-0314,Sesim kesik kesik geliyor mu?,sohbet,bağlantı ve ses kontrolü,train,provided_jsonl,sohbet,provided,not_reviewed,,
