soru,sinif
Üç ekip 2:3:5 oranında 50 paket paylaşırsa en büyük ekip kaç paket alır?,matematik
Üç günlük toplam 36 porsiyon dört kişiye eşit dağıtılırsa kişi başı günde kaç porsiyon düşer?,matematik
İki araç toplam 70 litre yakıt taşıyor ve oranları 3:4; ikinci araçta kaç litre var?,matematik
"Beş kişilik ekipte kişi başı 1,5 kilogram ek yük varsa toplam ek yük kaç kilogramdır?",matematik
Yirmi bir litre suyu 2:5 oranında iki gruba bölersek küçük grup kaç litre alır?,matematik
Bir buçuk kilometre kaç metredir?,matematik
İki bin beş yüz metre kaç kilometredir?,matematik
Üç saat kırk beş dakika toplam kaç dakikadır?,matematik
"4,5 litre kaç mililitredir?",matematik
On iki bin mililitre kaç litredir?,matematik
"2,8 kilogram kaç gramdır?",matematik
"0,85 metre kaç santimetredir?",matematik
İki gün altı saat toplam kaç saattir?,matematik
"5,4 kilometre kaç metredir?",matematik
On beş dakika kaç saniyedir?,matematik
"Üç rotanın uzunlukları 4, 6 ve 8 kilometre; ortalama uzunluk kaçtır?",matematik
"Üç cihazın şarjları yüzde 60, 75 ve 90; basit ortalama yüzde kaçtır?",matematik
Beş günlük su tüketimi toplam 100 litre ise günlük ortalama kaç litredir?,matematik
"Üç kontrol noktası arası süreler 15, 20 ve 25 dakika; ortalama süre nedir?",matematik
Beş kişinin taşıdığı toplam yük 75 kilogram ise kişi başı ortalama kaç kilogramdır?,matematik
Otuz iki bataryanın yedisi kullanıldıysa kaç tane kalır?,matematik
Yüz yirmi litre su üç araca eşit bölünürse araç başına kaç litre düşer?,matematik
Altı saatlik görevin iki saati geçtiyse kaç saat kalır?,matematik
On sekiz cihazın üçte biri şarjdaysa kullanımda en fazla kaç cihaz olabilir?,matematik
Kırk sekiz paket dört ekibe eşit dağıtılırsa ekip başına kaç paket düşer?,matematik
Devriye dönüşünde ekibin keyfi yerinde mi?,sohbet
Nöbet değişimine kadar bana eşlik eder misin?,sohbet
Kamp alanında akşam için bir sohbet konusu seçer misin?,sohbet
Operasyon sonrası ekibe söyleyecek kısa ve neşeli bir sözün var mı?,sohbet
İntikal sırasında can sıkıntısını giderecek bir konu açar mısın?,sohbet
Saha molasında kafamızı dağıtacak bir şey konuşalım mı?,sohbet
Devriye aracında yol uzarken bana eşlik eder misin?,sohbet
Akşam içtiması öncesinde ekibe sıcak bir selam gönderir misin?,sohbet
"Kask, beni duyuyor musun?",sohbet
Bağlantı hâlâ açık mı?,sohbet
Şu an beni algılayabiliyor musun?,sohbet
"Ses seviyen biraz düşük, beni duyuyor musun?",sohbet
Bağlantıda gecikme var mı?,sohbet
Mikrofonum düzgün çalışıyor mu?,sohbet
Kaskın sesli yanıtı açık mı?,sohbet
Ses bağlantısını kontrol eder misin?,sohbet
Komutumu aldın mı?,sohbet
Şu an cevap verebiliyor musun?,sohbet
Sesim kesik kesik geliyor mu?,sohbet
"Selam kask, hazır mısın?",sohbet
"Selam, göreve başlamadan biraz konuşalım mı?",sohbet
"İyi akşamlar, hâlâ benimle misin?",sohbet
"Merhaba, sistemin nasıl gidiyor?",sohbet
"Selam, bugün keyfin nasıl?",sohbet
"Günaydın, bağlantımız iyi görünüyor mu?",sohbet
"Merhaba kask, seni bir kontrol edeyim dedim.",sohbet
"Selam, biraz sohbet edelim.",sohbet
"Merhaba, ne var ne yok?",sohbet
"Selam, bugün uzun bir gün olacak gibi.",sohbet
"Hey kask, nasılsın?",sohbet
"Bugünlük işimiz bitti, görüşürüz.",sohbet
"Tamam kask, şimdilik kapatalım.",sohbet
Görev sonrası tekrar görüşürüz.,sohbet
"Ben çıkıyorum, kendine iyi bak.",sohbet
"Bugünlük yeter, sonra devam ederiz.",sohbet
"İyi geceler kask, görüşürüz.",sohbet
"Şimdilik sessiz kal, sonra konuşuruz.",sohbet
"Teşekkürler, işimi gördü.",sohbet
"Sağ ol kask, yardımcı oldun.",sohbet
"Teşekkür ederim, tam ihtiyacım olan buydu.",sohbet
"İyi oldu, sağ ol.",sohbet
"Tamamdır, teşekkür ederim.",sohbet
"Sağ ol, açıklaman yeterliydi.",sohbet
"Teşekkürler, bunu not ettim.",sohbet
"İşime yaradı, sağ ol.",sohbet
"Çok iyi, teşekkürler kask.",sohbet
"Bugün biraz yoruldum, moral verir misin?",sohbet
"Gece uzun sürecek gibi, moralimi yükseltir misin?",sohbet
"Biraz gerildim, sakin kalmam için bir şey söyle.",sohbet
Biraz cesaretlendirici bir şey söyler misin?,sohbet
"Odaklanmakta zorlanıyorum, beni motive et.",sohbet
Uzun nöbet için moral verecek bir cümle söyle.,sohbet
"Bugün işler zor gidiyor, biraz destek olur musun?",sohbet
Devam etmek için kısa bir motivasyon istiyorum.,sohbet
"Biraz stresliyim, kafamı toparlamama yardım et.",sohbet
Şu an sadece biraz moral duymaya ihtiyacım var.,sohbet
"Biraz kendime gelmem lazım, motive eder misin?",sohbet
"Zorlu bir günün ortasındayım, kısa bir destek ver.",sohbet
Pes etmemek için bana bir cümle söyle.,sohbet
"Nöbet uzun, kısa bir şaka yapar mısın?",sohbet
Yorgunluğu unutturacak kısa bir şaka yap.,sohbet
Bir askerî kamp şakası anlatır mısın?,sohbet
Çok kısa bir nöbet esprisi yap.,sohbet
"Biraz gülelim, kötü bir baba şakası söyle.",sohbet
Bugünkü yorgunluğa uygun komik bir cümle söyle.,sohbet
Bir dakikalığına ciddiyeti bırakıp şaka yap.,sohbet
Çadır hayatıyla ilgili kısa bir espri söyle.,sohbet
Senin adın ne?,sohbet
Sen tam olarak ne yapıyorsun?,sohbet
Benimle sürekli sesli konuşabilir misin?,sohbet
Hangi tür komutları anlayabiliyorsun?,sohbet
Sana kask diye hitap etsem olur mu?,sohbet
Bağlantı olmadan da çalışabiliyor musun?,sohbet
Sesimi diğer seslerden ayırt edebiliyor musun?,sohbet
Türkçe konuşmayı anlayabiliyor musun?,sohbet
Kısa cevap vermeni isteyebilir miyim?,sohbet
Bir komutu tekrar etmeni isteyebilir miyim?,sohbet
Ben konuşurken araya girer misin?,sohbet
Az önce söylediğimi hatırlıyor musun?,sohbet
"Bugün kendimi iyi hissediyorum, sen nasılsın?",sohbet
"Biraz sıkıldım, iki laf edelim mi?",sohbet
Mola sırasında neler yapabildiğini anlatır mısın?,sohbet
Mola sırasında biraz moral verir misin?,sohbet
"Telsiz, nasılsın?",sohbet
"Telsiz kontrolü, selam, sesim geliyor mu?",sohbet
Görev öncesi nasılsın?,sohbet
"Telsiz bağlantısı tamam mı, selam?",sohbet
Mola sırasında seninle neler konuşabilirim?,sohbet
"Merhaba, bağlantı iyi mi?",sohbet
"Telsiz çekiyor mu, nasılsın?",sohbet
Beklerken senin neler yapabildiğini anlatsana?,sohbet
Beklerken neler yapabildiğini söyler misin?,sohbet
Moralimi yükseltecek bir şey söyler misin?,sohbet
Beklerken seninle neler yapabiliriz?,sohbet
"Günaydın, görev öncesi nasılsın?",sohbet
"Günaydın arkadaşlar, hazır mıyız?",sohbet
"Selam, göreve çıkmadan nasılsın?",sohbet
"Merkez, sesimi alıyor musunuz?",sohbet
"Günaydın, hazır mısınız?",sohbet
"Bağlantı tamam mı, nasılsın?",sohbet
"Günaydın ekip, nasılsınız?",sohbet
"Selam, göreve hazır mısın?",sohbet
"Molada biraz sohbet edelim mi, neler yapabiliyorsun?",sohbet
"Bağlantı var mı, selam?",sohbet
"Merhaba, bağlantı nasıl gidiyor?",sohbet
"Alo, sesim geliyor mu?",sohbet
"Araç yanında yanık var, yalnızım; yaralıyı nasıl güvene alayım?",medikal
Gece nöbetinde bacağından yaralanana tahliyeden önce temiz bezle nasıl müdahale edeyim?,medikal
Araç yanındaki yanık yaralısını ilk yardım çantasıyla nasıl güvene alalım?,medikal
Gece nöbetinde bacağından yaralanana tahliyeden önce temiz bezle nasıl ilk müdahale edeyim?,medikal
"Eğitim sahasında yalnızım, kırık şüphesinde ilk ne yapmalıyım?",medikal
"Araç yanında bir arkadaşım yandı, ilk yardım çantası var, önce ne yapayım?",medikal
Gece nöbetinde yaralının bacağındaki yaraya temiz bezle ilk ne yapayım?,medikal
"Eğitim sahasında biri yandı, ilk yardım çantası var; ilk ne yapalım?",medikal
"Takım arkadaşımın bacağında yoğun kanama var, ilk ne yapmalıyım?",medikal
Atel yoksa kırık kolu nasıl destekleyebilirim?,medikal
Boynunu inciten yaralıyı taşımadan önce neye dikkat etmeliyim?,medikal
Islak üniformalı yaralıyı nasıl ısıtmak gerekir?,medikal
Çocukta temel yaşam desteği nasıl farklı uygulanır?,medikal
Bebekte göğüs basısı nasıl yapılır?,medikal
Sedye yoksa yaralıyı güvenli taşımak için ne kullanabiliriz?,medikal
İki kişi yaralı taşırken nasıl koordine olmalı?,medikal
Solunum yolu tıkanan bilinçli yetişkine nasıl yardım edilir?,medikal
Karın yarasında dışarı çıkan dokuya nasıl yaklaşmalıyım?,medikal
Göğüste açık yara varsa ilk yardım nasıl yapılır?,medikal
"Göze yabancı cisim kaçtı, nasıl müdahale etmeliyim?",medikal
Göze saplanmış cismi çıkarmak doğru mu?,medikal
"Arı sokmasından sonra nefes darlığı başladı, ne yapmalıyım?",medikal
Kesik çok kirliyse yarayı nasıl temizlemeliyim?,medikal
Yaralının bilincini kısa sürede nasıl kontrol ederim?,medikal
"Yaralı çok susadığını söylüyor, su vermeli miyim?",medikal
Kontrol noktasında silahlı ama niyeti belirsiz biriyle karşılaşırsak angajman kuralı ne?,savaş yönergeleri
Devriyede tehdit belirsizken ateş emri almak için yetkim ne?,savaş yönergeleri
"Gözetlemeden sonra teslim olan yaralı olabilir, onu güvenli şekilde nasıl muhafaza edelim?",savaş yönergeleri
"Devriyede silahlı biriyle karşılaşırsak ve tehdit net değilse, ne zaman angaje olabiliriz?",savaş yönergeleri
Devriyede kimliği belirsiz silahlı biriyle karşılaşırsak ateş etme yetkimiz var mı?,savaş yönergeleri
Yakalanan kişinin kimlik bilgilerini kayda geçirirken hangi usul güvencelerine dikkat etmeliyiz?,savaş yönergeleri
Yakalanan kişinin telefonundaki kişisel verilere erişmeden önce hangi yetki ve kayıt şartlarını kontrol etmeliyiz?,savaş yönergeleri
"Koruyucu eldivenimde yırtık fark ettim, kirli alandan çıkışta ne yapmalıyım?",savaş yönergeleri
Şüpheli tozla kaplanan ekipmanı temiz bölgeye sokmadan önce nasıl işaretlemeliyiz?,savaş yönergeleri
Rüzgâr yönü değiştiğinde KBRN toplanma noktasının yerini kim belirler ve personele nasıl duyururuz?,savaş yönergeleri
Biyolojik numune taşıyan kap hasar gördüğünde çevredekileri riske atmadan alanı nasıl izole ederiz?,savaş yönergeleri
Karlı arazide ekipman parlaklığını azaltmak için hangi gizleme tedbirlerini alalım?,savaş yönergeleri
Kayalık bölgede silueti bozmak için personeli ve malzemeyi nasıl yerleştirelim?,savaş yönergeleri
Bataklık kenarında gözetleme noktası kurarken iz ve ekipman düzenini nasıl kontrol ederiz?,savaş yönergeleri
Ağaçlık alanda hava aracından görülmemek için üst örtüyü nasıl doğal görünümlü tutarız?,savaş yönergeleri
Rüzgâr yönü değiştiğinde saklanma alanımızın koku taşımaması için yerleşimi nasıl güncelleriz?,savaş yönergeleri
Şiddetli sis nedeniyle görüş mesafesi düştüğünde çevre emniyetini nasıl güçlendirelim?,savaş yönergeleri
Yağmur altında kayıt defterini ve haberleşme ekipmanını korurken nöbet disiplinini nasıl sürdürmeliyim?,savaş yönergeleri
Vardiya değişiminde önceki personel yorgun veya dikkati dağınık görünüyorsa teslim işlemini nasıl güvenli tamamlarız?,savaş yönergeleri
Pusulayla engebeli arazide kolu düzenli götürmek için hangi rotayı seçelim?,savaş yönergeleri
Gece haritadan koordinatı nasıl okuyup belirlenen mevziye ulaşırım?,savaş yönergeleri
Gece pusulayla toplanma noktasının koordinatını nasıl okuyacağım?,savaş yönergeleri
Dar geçitte kolu düzenlemek için işaret noktalarına göre hangi rotayı seçelim?,savaş yönergeleri
Dar geçitte yürüyüş kolunu düzenlerken pusulayla mesafeyi nasıl tahmin ederiz?,savaş yönergeleri
Pusulayla engebeli arazide konvoy için en güvenli rotayı nasıl seçelim?,savaş yönergeleri
Sis yüzünden pusula olmadan haritayla mevziye hangi yönden intikal edelim?,savaş yönergeleri
Gece toplanma noktasına giderken haritadan koordinatı nasıl okuyacağım?,savaş yönergeleri
Konvoyu engebeli arazide hangi işaret noktalarından yönlendirelim?,savaş yönergeleri
Pusulayla engebeli arazide konvoy için mesafeyi nasıl tahmin edip rota belirleyelim?,savaş yönergeleri
KBRN alarmında açık arazide koruyucu ekipmanım yoksa ilk ne yapayım?,savaş yönergeleri
İntikal sırasında maskem takılıyken bilinmeyen sıvıdan nasıl güvenli uzaklaşırım?,savaş yönergeleri
"Nöbet yerinde bilinmeyen sıvı var, maskem takılıyken güvenli şekilde nasıl uzaklaşayım?",savaş yönergeleri
"KBRN alarmı var, aracın yanında ilk ne yapayım?",savaş yönergeleri
"İntikalde kimyasal koku aldım, maskem takılı; bunu kime ve hangi sırayla bildireyim?",savaş yönergeleri
"İntikal sırasında üzerime bilinmeyen sıvı döküldü, dekontaminasyon noktası uzakken önce kime haber vereyim?",savaş yönergeleri
Araç yakınındaki şu şüpheli duman için maskeyi ne zaman takayım?,savaş yönergeleri
Nöbet yerindeki bilinmeyen sıvıdan güvenli şekilde nasıl uzaklaşayım?,savaş yönergeleri
"Açık alanda şüpheli duman var, maskem yanımda; ilk ne yapayım?",savaş yönergeleri
"Nöbet yerinde bilinmeyen sıvı gördüm, maskem takılıyken güvenli şekilde nasıl uzaklaşayım?",savaş yönergeleri
"İntikal sırasında bilinmeyen sıvıya maruz kaldık, maskeler takılıyken güvenli şekilde nasıl uzaklaşalım?",savaş yönergeleri
"İntikalde maskem takılıyken kimyasal koku alıyorum, güvenli şekilde nasıl uzaklaşayım?",savaş yönergeleri
"İntikalde maskem takılıyken kimyasal koku aldım, güvenli şekilde nasıl uzaklaşalım?",savaş yönergeleri
"KBRN alarmı verildi, açık alandayım; maskeyi hemen mi takayım?",savaş yönergeleri
"Nöbet yerinde üstüme bilinmeyen sıvı sıçradı, maskem takılıyken bunu kime ve nasıl bildirmeliyim?",savaş yönergeleri
"KBRN alarmı var, açık alandayız ve koruyucu ekipmanımız eksik; ilk ne yapalım?",savaş yönergeleri
KBRN alarmında araç yanındayken maskem de varken ilk ne yapayım?,savaş yönergeleri
"Tepe yamacında uzaktan gözleme karşı mevziyi nereye kurayım, az zamanımız var?",savaş yönergeleri
Tepe yamacında uzaktan görünmeyecek mevziyi nereye kazalım?,savaş yönergeleri
"Tepe yamacında ani temas ihtimaline karşı, az vaktimiz varken mevziyi nereye kuralım?",savaş yönergeleri
Açık arazide yakın temas ihtimali varken doğal örtüye gizlenip ışık disiplinini nasıl koruruz?,savaş yönergeleri
Ani temasa karşı orman kenarında mevziyi nereye kazalım?,savaş yönergeleri
Alacakaranlıkta yakın temas varken doğal örtüde ışık disiplinini nasıl koruruz?,savaş yönergeleri
"Orman kenarında ani temas ihtimaline karşı az vaktimiz varken önce mevzi mi hazırlayalım, yoksa gizlenelim mi?",savaş yönergeleri
Açık arazide gözetlemeye yakalanmadan kamuflaj ağını nasıl kullanıp gizlenelim?,savaş yönergeleri
Tepe yamacında uzaktan gözleme karşı mevzi hazırlarken önce nereye gizlenelim?,savaş yönergeleri
"Orman kenarında az vaktimiz varken uzaktan gözleme karşı önce mevzi mi hazırlayalım, gizlenmeye mi bakalım?",savaş yönergeleri
"Arazi geçişinde mayın şüphesi varsa, haritayla nasıl güvenli ilerleyelim?",savaş yönergeleri
Telsiz kontrolü yaparken hangi temel bilgileri söylemeliyim?,savaş yönergeleri
Bir olayın saatini raporda nasıl belirtmeliyim?,savaş yönergeleri
Nöbet yerini terk etmek zorunda kalırsam ne yapmalıyım?,savaş yönergeleri
Emniyet ihlalini hangi bilgilerle raporlamalıyım?,savaş yönergeleri
Koordinat okurken doğu ve kuzey değerleri hangi sırayla alınır?,savaş yönergeleri
Haritadaki grid çizgileri ne işe yarar?,savaş yönergeleri
Doğal örtünün yeterli gizlenme sağladığını nasıl anlarım?,savaş yönergeleri
Kirlenme şüphesinde yiyecek ve suyu nasıl korumalıyım?,savaş yönergeleri
Radyolojik tehlikede maruziyeti azaltmanın temel yolları nelerdir?,savaş yönergeleri
KBRN sonrası belirtileri nasıl ve kime raporlamalıyım?,savaş yönergeleri
Teslim olan bir kişiye nasıl davranılmalıdır?,savaş yönergeleri
Sivillerle karşılaşıldığında hangi koruma ilkeleri geçerlidir?,savaş yönergeleri
Kimliği belirsiz bir kişiyle karşılaşınca hangi hukuk ilkeleri izlenir?,savaş yönergeleri
Gözetleme noktasından ikmal talebini kısa nasıl rapor edeyim?,savaş yönergeleri
Görev başında çağrı işaretimi verirken kanal net değilse telsizde nasıl rapor vereyim?,savaş yönergeleri
"Görev başında telsiz kontrolü yapıyorum, kanal net değil, beni duyuyor musunuz?",savaş yönergeleri
Göreve başlarken çağrı işaretimi vermek için telsizde nasıl konuşmalıyım?,savaş yönergeleri
Devriyedeyken çağrı işaretimi vermek için telsizde ne demeliyim?,savaş yönergeleri
"Merkez, devriyedeyim; telsiz kontrolü, sesim geliyor mu?",savaş yönergeleri
"Görev başında çağrı işaretimi duyuyor musunuz, telsizi nasıl düzeltebiliriz?",savaş yönergeleri
"Görev başında çağrı işaretimi veriyorum, kanal net değil; beni duyuyor musunuz?",savaş yönergeleri
"Devriyedeyiz, çağrı işaretimi duyuyor musunuz?",savaş yönergeleri
"Komutanım, haritadaki 1:50.000 ölçeğinde 4 santimetre gerçekte kaç kilometreye karşılık gelir?",matematik
Sahra mutfağında 36 personel için kişi başına 750 gram erzak ayrılırsa toplam kaç kilogram gerekir?,matematik
"Komutanım, konvoy 90 kilometreyi saatte 45 kilometre hızla giderse varış süresi kaç saattir?",matematik
İkmal konvoyuna 25 koli yüklenip 8 koli indirildiyse araçta kaç koli kalır?,matematik
Bir devriye 2 saat 20 dakika sürerse bu süre toplam kaç dakikadır?,matematik
Bir mühendis timi 96 metre kabloyu 12 eşit parçaya bölerse her parçanın uzunluğu kaç metre olur?,matematik
Vardiya planında on iki kişinin ortalaması kaç?,matematik
"Komutanım, üç depodaki litreleri mililitreye nasıl çeviriyoruz?",matematik
Vardiya planında dört ölçümün yüzde kaçı dakika ediyor?,matematik
Malzeme sayımında on iki kişinin yüzde kaçını kaç dakikada tamamlarız?,matematik
Vardiya planında on iki kişinin ortalaması kaç dakika?,matematik
"Komutanım, ikmal hesabında iki buçuk kilometrelik yakıt oranı kaç metreye denk geliyor?",matematik
Dört malzeme sayımının yüzde kaçı tamamlandı?,matematik
Dört ölçümün yüzde hesabını kaç adet üzerinden yapalım?,matematik
İkmal hesabında iki buçuk kilometrede yakıt oranı metre başına ne kadar?,matematik
Saatte beş kilometreyle kırk dakika yürürsek kaç metre ilerleriz?,matematik
Bir kilometreyi sekiz dakikada geçiyorsak beş kilometre ne kadar sürer?,matematik
Bir santimetre iki yüz elli metreyi gösteriyorsa altı santimetre gerçekte kaç metredir?,matematik
Gerçekte bir buçuk kilometrelik yol 1:25000 haritada kaç santimetredir?,matematik
Bir stokun yüzde 15'i tüketildiyse yüzde kaçı kalmıştır?,matematik
Dört kişiye kişi başı üç litre su verirsek toplam kaç litre gerekir?,matematik
Bir araç 100 kilometrede sekiz litre yakıt tüketiyorsa 250 kilometrede kaç litre tüketir?,matematik
On sekiz kilogram ekipman 2:1 oranında iki kişiye bölünürse ağır pay kaç kilogramdır?,matematik
Altı kişinin iki günlük ihtiyacı 24 litre suysa kişi başı günlük tüketim kaç litredir?,matematik
"Dört yürüyüş süresi 40, 50, 60 ve 70 dakika; ortalama kaç dakikadır?",matematik
"Dört ekibin yükleri 20, 25, 30 ve 35 kilogram; ortalama yük kaçtır?",matematik
Yirmi dört kişilik grubun yarısı dinleniyorsa aktif kaç kişi vardır?,matematik
Ekipman kontrolü bittiğinde biraz muhabbet eder miyiz?,sohbet
Karargâhta dinlenirken birlikte hangi konuları konuşabiliriz?,sohbet
Nöbetin sakin geçtiği bu anda biraz sohbet edelim mi?,sohbet
Nöbet arkadaşlarına moral olacak kısa bir mesaj paylaşır mısın?,sohbet
Az önceki mesajım sana ulaştı mı?,sohbet
"Günaydın, bugün nasılsın?",sohbet
"İyi geceler, hâlâ açık mısın?",sohbet
"Selam, biraz sesini duymak istedim.",sohbet
"Merhaba, konuşmaya hazır mısın?",sohbet
"Ben dinlenmeye geçiyorum, sonra konuşuruz.",sohbet
"Tamamdır, bağlantıyı sonra kontrol ederiz.",sohbet
"Uzun bir yürüyüş olacak, beni biraz motive et.",sohbet
"Yorgun hissediyorum, kısa bir motivasyon verir misin?",sohbet
Uzun bekleyişte uyanık kalmak için beni motive et.,sohbet
"Bugün pek formumda değilim, moral verir misin?",sohbet
Uzun yürüyüşe uygun masum bir şaka yap.,sohbet
Takımı güldürecek zararsız bir espri bulur musun?,sohbet
Yanlış anladığında bunu bana söyleyebilir misin?,sohbet
"Bugün hava ağır geldi, sohbet eder misin?",sohbet
"Merkez, sesim geliyor mu, nasılsın?",sohbet
Beklerken seninle neler konuşabiliriz?,sohbet
"Sesim geliyor mu, nasılsın?",sohbet
"Görev öncesi herkese selam, nasılsınız?",sohbet
"Araç yanında kırık şüphesi var, ilk yardım çantasıyla önce ne yapayım?",medikal
"Araç yanında yanık var, yaralıyı güvene almak için ne yapayım?",medikal
Gece nöbetinde bacağından yaralanan askere turnikeyle ilk ne yapayım?,medikal
Eğitim sahasında kırık şüphesi olan yaralıyı ilk yardım çantasıyla nasıl güvene alalım?,medikal
Arazide bacağından yaralanana tahliyeden önce turnikeyi nasıl uygulayayım?,medikal
Arazide kolu kanayan yaralıya tahliyeden önce temiz bezle nasıl müdahale edeyim?,medikal
"Araç yanında yaralının kırığı olabilir, yalnızım, onu güvene nasıl alayım?",medikal
Gece nöbetinde bacağından yaralanana turnikeyle ilk ne yapayım?,medikal
"Eğitim sahasında yaralının kırığı olabilir, yalnızım; onu güvene nasıl alayım?",medikal
Gece nöbetinde bacağından yaralanan birine temiz bezle önce ne yapayım?,medikal
Arazide bacağından yaralanan askere temiz bezle ilk ne yapayım?,medikal
Arazide bacağından yaralanan kişiye temiz bezle ilk ne yapayım?,medikal
Araç yanında yanan arkadaş için ilk yardım çantasıyla önce ne yapayım?,medikal
Turnike uygulanan uzvu nasıl takip etmeliyim?,medikal
Kırık bölgesini düzeltmeye çalışmak doğru mu?,medikal
Üşüyen yaralıya sıcak içecek ne zaman verilebilir?,medikal
Triyajda yürüyebilen yaralıları nasıl sınıflandırırım?,medikal
Solunumu olmayan yaralı triyajda nasıl değerlendirilir?,medikal
Triyaj sırasında bilinç durumunu hızlıca nasıl kontrol ederim?,medikal
Merdivenden yaralı indirirken nelere dikkat etmeliyiz?,medikal
Saplanmış cismi yerinde nasıl sabitleyebilirim?,medikal
Alerjik şok belirtileri nelerdir?,medikal
Nöbet geçiren kişiyi sabit tutmaya çalışmalı mıyım?,medikal
Baş dönmesi yaşayan yaralıyı hemen ayağa kaldırmalı mıyım?,medikal
Yaralının teni morarıyorsa bu neyin belirtisi olabilir?,medikal
"Komutanım, arazide teslim olan ve yaralı olabilecek kişiyi güvenli şekilde nasıl muhafaza edelim?",savaş yönergeleri
Kontrol noktasında tehdit belirsizken ateş talimatı gelirse hangi angajman kuralına uyacağız?,savaş yönergeleri
"Arazi kontrolünde yakaladığımız, elleri görünür olan şüpheliyi güvenli şekilde nasıl muhafaza edelim?",savaş yönergeleri
"Arazi kontrolünde yakaladığımız, yaralı olabilecek şüpheliyi güvenli şekilde nasıl muhafaza edelim?",savaş yönergeleri
"Arazide yakaladığımız şüpheli yaralı olabilir, ilk ne yapalım?",savaş yönergeleri
Gözetlemeden sonra teslim olan yaralı kişiye ilk ne yapalım?,savaş yönergeleri
Kontrol noktasında kimliği doğrulanmamış kişiye ateş etmeden önce hangi kurala uymalıyız?,savaş yönergeleri
Devriyede kimliği doğrulanmamış kişiye ateş emri gelirse hangi kurala uymalıyız?,savaş yönergeleri
Devriyede kimliği doğrulanmamış hedefe ateş emri gelirse yetkim ne?,savaş yönergeleri
Yakalanan kişi dinî ibadetini yapmak isterse saha şartlarında nasıl imkân sağlamalıyız?,savaş yönergeleri
Esirin tıbbi muayene talebini reddetmeden nasıl kayıt altına almalı ve sevk etmeliyiz?,savaş yönergeleri
Bir yakalanan kişi gazeteci olduğunu beyan ederse statüsünü doğrulayana kadar hangi korumaları sağlamalıyız?,savaş yönergeleri
Nakil konvoyu saldırıya uğrarsa esirleri korurken güç kullanımını hangi temel ilkelere göre sınırlandırmalıyız?,savaş yönergeleri
Yaralı esir ile kendi personelimizin yaralısı arasında tedavi sıralaması yaparken hangi tıbbi ve hukukî ölçütleri esas almalıyız?,savaş yönergeleri
Esir kampına sevk öncesi kişilerin sayımını ve kimliklendirmesini hangi amaçlarla doğrulamalıyız?,savaş yönergeleri
"Esirlerin serbest bırakılmasına ilişkin emir geldiğinde kimlik, sağlık durumu ve teslim kaydını nasıl tamamlamalıyız?",savaş yönergeleri
Dozimetrem beklenmedik biçimde yükselirse göreve devam etmeden önce hangi birime bilgi vermeliyim?,savaş yönergeleri
KBRN koruyucu kıyafet içinde bir personel baygınlık geçirirse kontaminasyon riskini artırmadan nasıl müdahale ederiz?,savaş yönergeleri
Koruyucu ekipmanını çıkaran personelde cilt tahrişi görülürse tıbbi değerlendirme öncesinde hangi bilgileri kayıt altına almalıyız?,savaş yönergeleri
Kuru dere yatağında saklanırken yukarıdan gelen gözlem riskini nasıl azaltırız?,savaş yönergeleri
Yol kavşağı yakınında gözlem noktası seçerken yansıma ve gölge riskini nasıl azaltırız?,savaş yönergeleri
Dar vadide bekleme noktası kurarken sesin yankılanmasını azaltmak için ne yapmalıyız?,savaş yönergeleri
Kontrol noktasında kalabalık oluşmaya başladığında geçiş düzenini ve personel güvenliğini nasıl sağlamalıyız?,savaş yönergeleri
Engebeli arazide işaret noktalarına göre yürüyüş kolunu nasıl düzenleyip mesafeyi tahmin edelim?,savaş yönergeleri
Dar geçitte yürüyüş kolunu düzenlemek için işaret noktalarına göre hangi rotayı seçelim?,savaş yönergeleri
Gece yalnız haritayla toplanma noktasının koordinatını nasıl okuyacağım?,savaş yönergeleri
Dar geçitte işaret noktalarına bakarak konvoyu yönlendirmek için mesafeyi nasıl tahmin edelim?,savaş yönergeleri
Sis yüzünden hedef mevziye pusulayla azimut nasıl alırım?,savaş yönergeleri
Dar geçitte işaret noktalarına bakıp yürüyüş kolunu düzenlemek için mesafeyi nasıl tahmin edelim?,savaş yönergeleri
Sis yüzünden pusula olmadan haritayla mevziye nasıl azimut alırım?,savaş yönergeleri
Konvoyu engebeli arazide hangi rotadan güvenle yönlendirelim?,savaş yönergeleri
Dar geçitte işaret noktalarına göre yürüyüş kolunun mesafesini nasıl ayarlayalım?,savaş yönergeleri
"KBRN alarmı var, maskem yanımda; araç yakınında ilk ne yapayım?",savaş yönergeleri
"İntikal sırasında üzerime bilinmeyen sıvı sıçradı, maskem takılıyken güvenli şekilde nasıl uzaklaşayım?",savaş yönergeleri
Nöbet yerindeki bilinmeyen sıvıdan dekontaminasyon noktası uzakken nasıl güvenli uzaklaşırım?,savaş yönergeleri
"İntikal sırasında üzerime bilinmeyen sıvı bulaştı, dekontaminasyon noktası uzakken nasıl güvenli uzaklaşırım?",savaş yönergeleri
KBRN alarmında açık arazide maskeyi ne zaman takayım?,savaş yönergeleri
"Nöbet yerinde kimyasal koku aldım, maskem takılıyken bunu kime bildirmeliyim?",savaş yönergeleri
"Nöbet yerinde bilinmeyen bir sıvı var, dekontaminasyon noktası uzaktayken güvenli şekilde nasıl uzaklaşayım?",savaş yönergeleri
