soru,sinif
Üç ekip 2:3:5 oranında 50 paket paylaşırsa en büyük ekip kaç paket alır?,matematik
Üç günlük toplam 36 porsiyon dört kişiye eşit dağıtılırsa kişi başı günde kaç porsiyon düşer?,matematik
İki araç toplam 70 litre yakıt taşıyor ve oranları 3:4; ikinci araçta kaç litre var?,matematik
"Beş kişilik ekipte kişi başı 1,5 kilogram ek yük varsa toplam ek yük kaç kilogramdır?",matematik
Yirmi bir litre suyu 2:5 oranında iki gruba bölersek küçük grup kaç litre alır?,matematik
Bir buçuk kilometre kaç metredir?,matematik
İki bin beş yüz metre kaç kilometredir?,matematik
Üç saat kırk beş dakika toplam kaç dakikadır?,matematik
"4,5 litre kaç mililitredir?",matematik
On iki bin mililitre kaç litredir?,matematik
"2,8 kilogram kaç gramdır?",matematik
"0,85 metre kaç santimetredir?",matematik
İki gün altı saat toplam kaç saattir?,matematik
"5,4 kilometre kaç metredir?",matematik
On beş dakika kaç saniyedir?,matematik
"Üç rotanın uzunlukları 4, 6 ve 8 kilometre; ortalama uzunluk kaçtır?",matematik
"Üç cihazın şarjları yüzde 60, 75 ve 90; basit ortalama yüzde kaçtır?",matematik
Beş günlük su tüketimi toplam 100 litre ise günlük ortalama kaç litredir?,matematik
"Üç kontrol noktası arası süreler 15, 20 ve 25 dakika; ortalama süre nedir?",matematik
Beş kişinin taşıdığı toplam yük 75 kilogram ise kişi başı ortalama kaç kilogramdır?,matematik
Otuz iki bataryanın yedisi kullanıldıysa kaç tane kalır?,matematik
Yüz yirmi litre su üç araca eşit bölünürse araç başına kaç litre düşer?,matematik
Altı saatlik görevin iki saati geçtiyse kaç saat kalır?,matematik
On sekiz cihazın üçte biri şarjdaysa kullanımda en fazla kaç cihaz olabilir?,matematik
Kırk sekiz paket dört ekibe eşit dağıtılırsa ekip başına kaç paket düşer?,matematik
Devriye dönüşünde ekibin keyfi yerinde mi?,sohbet
Nöbet değişimine kadar bana eşlik eder misin?,sohbet
Kamp alanında akşam için bir sohbet konusu seçer misin?,sohbet
Operasyon sonrası ekibe söyleyecek kısa ve neşeli bir sözün var mı?,sohbet
İntikal sırasında can sıkıntısını giderecek bir konu açar mısın?,sohbet
Saha molasında kafamızı dağıtacak bir şey konuşalım mı?,sohbet
Devriye aracında yol uzarken bana eşlik eder misin?,sohbet
Akşam içtiması öncesinde ekibe sıcak bir selam gönderir misin?,sohbet
"Kask, beni duyuyor musun?",sohbet
Bağlantı hâlâ açık mı?,sohbet
Şu an beni algılayabiliyor musun?,sohbet
"Ses seviyen biraz düşük, beni duyuyor musun?",sohbet
Bağlantıda gecikme var mı?,sohbet
Mikrofonum düzgün çalışıyor mu?,sohbet
Kaskın sesli yanıtı açık mı?,sohbet
Ses bağlantısını kontrol eder misin?,sohbet
Komutumu aldın mı?,sohbet
Şu an cevap verebiliyor musun?,sohbet
Sesim kesik kesik geliyor mu?,sohbet
"Selam kask, hazır mısın?",sohbet
"Selam, göreve başlamadan biraz konuşalım mı?",sohbet
"İyi akşamlar, hâlâ benimle misin?",sohbet
"Merhaba, sistemin nasıl gidiyor?",sohbet
"Selam, bugün keyfin nasıl?",sohbet
"Günaydın, bağlantımız iyi görünüyor mu?",sohbet
"Merhaba kask, seni bir kontrol edeyim dedim.",sohbet
"Selam, biraz sohbet edelim.",sohbet
"Merhaba, ne var ne yok?",sohbet
"Selam, bugün uzun bir gün olacak gibi.",sohbet
"Hey kask, nasılsın?",sohbet
"Bugünlük işimiz bitti, görüşürüz.",sohbet
"Tamam kask, şimdilik kapatalım.",sohbet
Görev sonrası tekrar görüşürüz.,sohbet
"Ben çıkıyorum, kendine iyi bak.",sohbet
"Bugünlük yeter, sonra devam ederiz.",sohbet
"İyi geceler kask, görüşürüz.",sohbet
"Şimdilik sessiz kal, sonra konuşuruz.",sohbet
"Teşekkürler, işimi gördü.",sohbet
"Sağ ol kask, yardımcı oldun.",sohbet
"Teşekkür ederim, tam ihtiyacım olan buydu.",sohbet
"İyi oldu, sağ ol.",sohbet
"Tamamdır, teşekkür ederim.",sohbet
"Sağ ol, açıklaman yeterliydi.",sohbet
"Teşekkürler, bunu not ettim.",sohbet
"İşime yaradı, sağ ol.",sohbet
"Çok iyi, teşekkürler kask.",sohbet
"Bugün biraz yoruldum, moral verir misin?",sohbet
"Gece uzun sürecek gibi, moralimi yükseltir misin?",sohbet
"Biraz gerildim, sakin kalmam için bir şey söyle.",sohbet
Biraz cesaretlendirici bir şey söyler misin?,sohbet
"Odaklanmakta zorlanıyorum, beni motive et.",sohbet
Uzun nöbet için moral verecek bir cümle söyle.,sohbet
"Bugün işler zor gidiyor, biraz destek olur musun?",sohbet
Devam etmek için kısa bir motivasyon istiyorum.,sohbet
"Biraz stresliyim, kafamı toparlamama yardım et.",sohbet
Şu an sadece biraz moral duymaya ihtiyacım var.,sohbet
"Biraz kendime gelmem lazım, motive eder misin?",sohbet
"Zorlu bir günün ortasındayım, kısa bir destek ver.",sohbet
Pes etmemek için bana bir cümle söyle.,sohbet
"Nöbet uzun, kısa bir şaka yapar mısın?",sohbet
Yorgunluğu unutturacak kısa bir şaka yap.,sohbet
Bir askerî kamp şakası anlatır mısın?,sohbet
Çok kısa bir nöbet esprisi yap.,sohbet
"Biraz gülelim, kötü bir baba şakası söyle.",sohbet
Bugünkü yorgunluğa uygun komik bir cümle söyle.,sohbet
Bir dakikalığına ciddiyeti bırakıp şaka yap.,sohbet
Çadır hayatıyla ilgili kısa bir espri söyle.,sohbet
Senin adın ne?,sohbet
Sen tam olarak ne yapıyorsun?,sohbet
Benimle sürekli sesli konuşabilir misin?,sohbet
Hangi tür komutları anlayabiliyorsun?,sohbet
Sana kask diye hitap etsem olur mu?,sohbet
Bağlantı olmadan da çalışabiliyor musun?,sohbet
Sesimi diğer seslerden ayırt edebiliyor musun?,sohbet
Türkçe konuşmayı anlayabiliyor musun?,sohbet
Kısa cevap vermeni isteyebilir miyim?,sohbet
Bir komutu tekrar etmeni isteyebilir miyim?,sohbet
Ben konuşurken araya girer misin?,sohbet
Az önce söylediğimi hatırlıyor musun?,sohbet
"Bugün kendimi iyi hissediyorum, sen nasılsın?",sohbet
"Biraz sıkıldım, iki laf edelim mi?",sohbet
Mola sırasında neler yapabildiğini anlatır mısın?,sohbet
Mola sırasında biraz moral verir misin?,sohbet
"Telsiz, nasılsın?",sohbet
"Telsiz kontrolü, selam, sesim geliyor mu?",sohbet
Görev öncesi nasılsın?,sohbet
"Telsiz bağlantısı tamam mı, selam?",sohbet
Mola sırasında seninle neler konuşabilirim?,sohbet
"Merhaba, bağlantı iyi mi?",sohbet
"Telsiz çekiyor mu, nasılsın?",sohbet
Beklerken senin neler yapabildiğini anlatsana?,sohbet
Beklerken neler yapabildiğini söyler misin?,sohbet
Moralimi yükseltecek bir şey söyler misin?,sohbet
Beklerken seninle neler yapabiliriz?,sohbet
"Günaydın, görev öncesi nasılsın?",sohbet
"Günaydın arkadaşlar, hazır mıyız?",sohbet
"Selam, göreve çıkmadan nasılsın?",sohbet
"Merkez, sesimi alıyor musunuz?",sohbet
"Günaydın, hazır mısınız?",sohbet
"Bağlantı tamam mı, nasılsın?",sohbet
"Günaydın ekip, nasılsınız?",sohbet
"Selam, göreve hazır mısın?",sohbet
"Molada biraz sohbet edelim mi, neler yapabiliyorsun?",sohbet
"Bağlantı var mı, selam?",sohbet
"Merhaba, bağlantı nasıl gidiyor?",sohbet
"Alo, sesim geliyor mu?",sohbet
